"","V1","V2","V3","V4","V5"
"73",0.837970652600738,0.0199,0.71,557,0.64
"74",0.836940208477055,0.0199,0.71,560,0.64
"75",0.837382789519901,0.0199,0.71,563,0.64
"76",0.838332254141163,0.0199,0.71,557,0.65
"77",0.837921263122035,0.0199,0.71,560,0.65
"78",0.837021936304883,0.0199,0.71,563,0.65
"79",0.836897553927272,0.0199,0.71,557,0.66
"80",0.83685228023848,0.0199,0.71,560,0.66
"81",0.837280482742619,0.0199,0.71,563,0.66
"82",0.837874546234186,0.02,0.69,557,0.67
"83",0.838522221897964,0.02,0.69,560,0.67
"84",0.838464707743138,0.02,0.69,563,0.67
"85",0.838020736953071,0.02,0.69,557,0.68
"86",0.836691550625465,0.02,0.69,560,0.68
"87",0.837655821399963,0.02,0.69,563,0.68
"88",0.83666070892718,0.02,0.69,557,0.69
"89",0.838171150365411,0.02,0.69,560,0.69
"90",0.838191782766706,0.02,0.69,563,0.69
"91",0.837107673018966,0.02,0.7,557,0.67
"92",0.838936045863336,0.02,0.7,560,0.67
"93",0.838074776739827,0.02,0.7,563,0.67
"94",0.838176709354354,0.02,0.7,557,0.68
"95",0.83731517297168,0.02,0.7,560,0.68
"96",0.838032068738163,0.02,0.7,563,0.68
"97",0.838134696226405,0.02,0.7,557,0.69
"98",0.836762107023621,0.02,0.7,560,0.69
"99",0.838426275886846,0.02,0.7,563,0.69
"100",0.838168157063717,0.02,0.71,557,0.67
"101",0.838852447221997,0.02,0.71,560,0.67
"102",0.836913322213247,0.02,0.71,563,0.67
"103",0.837997271605469,0.02,0.71,557,0.68
"104",0.837436882758475,0.02,0.71,560,0.68
"105",0.837216287110663,0.02,0.71,563,0.68
"106",0.837323778714167,0.02,0.71,557,0.69
"107",0.837786724899237,0.02,0.71,560,0.69
"108",0.837148296399726,0.02,0.71,563,0.69
"109",0.837239271391837,0.0201,0.69,557,0.67
"110",0.837051655515055,0.0201,0.69,560,0.67
"111",0.836615488690202,0.0201,0.69,563,0.67
"112",0.837447573121821,0.0201,0.69,557,0.68
"113",0.83764058763219,0.0201,0.69,560,0.68
"114",0.837349382134413,0.0201,0.69,563,0.68
"115",0.837599215925997,0.0201,0.69,557,0.69
"116",0.838278053999024,0.0201,0.69,560,0.69
"117",0.837027495293843,0.0201,0.69,563,0.69
"118",0.838069110847207,0.0201,0.7,557,0.67
"119",0.837989360736637,0.0201,0.7,560,0.67
"120",0.836815184677676,0.0201,0.7,563,0.67
"121",0.837398183643157,0.0201,0.7,557,0.68
"122",0.837784479922914,0.0201,0.7,560,0.68
"123",0.837128519227559,0.0201,0.7,563,0.68
"124",0.837705157426848,0.0201,0.7,557,0.69
"125",0.836784717142099,0.0201,0.7,560,0.69
"126",0.837956808580212,0.0201,0.7,563,0.69
"127",0.83667310974868,0.0201,0.71,557,0.67
"128",0.837791482110942,0.0201,0.71,560,0.67
"129",0.837962100310048,0.0201,0.71,563,0.67
"130",0.837169623674656,0.0201,0.71,557,0.68
"131",0.838472458256543,0.0201,0.71,560,0.68
"132",0.838076968264306,0.0201,0.71,563,0.68
"133",0.837274228880039,0.0201,0.71,557,0.69
"134",0.837054060846798,0.0201,0.71,560,0.69
"135",0.837540739638504,0.0201,0.71,563,0.69
"136",0.837814519843926,0.0202,0.69,557,0.67
"137",0.837463074148711,0.0202,0.69,560,0.67
"138",0.837087414780478,0.0202,0.69,563,0.67
"139",0.838106206408034,0.0202,0.69,557,0.68
"140",0.837975035649741,0.0202,0.69,560,0.68
"141",0.837446771344581,0.0202,0.69,563,0.68
"142",0.837902554986171,0.0202,0.69,557,0.69
"143",0.837133436794727,0.0202,0.69,560,0.69
"144",0.837011833911562,0.0202,0.69,563,0.69
"145",0.837260812474086,0.0202,0.7,557,0.67
"146",0.837922171802936,0.0202,0.7,560,0.67
"147",0.837553193911763,0.0202,0.7,563,0.67
"148",0.836939994669796,0.0202,0.7,557,0.68
"149",0.838243203414432,0.0202,0.7,560,0.68
"150",0.838175533414409,0.0202,0.7,563,0.68
"151",0.836343418942869,0.0202,0.7,557,0.69
"152",0.837824034267349,0.0202,0.7,560,0.69
"153",0.837380330736342,0.0202,0.7,563,0.69
"154",0.837702164125113,0.0202,0.71,557,0.67
"155",0.837690671984516,0.0202,0.71,560,0.67
"156",0.836762107023604,0.0202,0.71,563,0.67
"157",0.838378757221746,0.0202,0.71,557,0.68
"158",0.837297908034857,0.0202,0.71,560,0.68
"159",0.836806097868804,0.0202,0.71,563,0.68
"160",0.837006435278047,0.0202,0.71,557,0.69
"161",0.837410370657356,0.0202,0.71,560,0.69
"162",0.83722393072049,0.0202,0.71,563,0.69
"163",0.837395511052298,0.0202,0.67,555,0.69
"164",0.837528926786968,0.0202,0.67,560,0.69
"165",0.838188308398626,0.0202,0.67,565,0.69
"166",0.837497229859588,0.0202,0.67,555,0.7
"167",0.83674692670764,0.0202,0.67,560,0.7
"168",0.837463822474119,0.0202,0.67,565,0.7
"169",0.837129321004798,0.0202,0.67,555,0.71
"170",0.838121012561281,0.0202,0.67,560,0.71
"171",0.836930640601879,0.0202,0.67,565,0.71
"172",0.837343609338217,0.0202,0.68,555,0.69
"173",0.838311247577174,0.0202,0.68,560,0.69
"174",0.83742565787693,0.0202,0.68,565,0.69
"175",0.837723277592733,0.0202,0.68,555,0.7
"176",0.836996707047403,0.0202,0.68,560,0.7
"177",0.836541297568494,0.0202,0.68,565,0.7
"178",0.83824822788522,0.0202,0.68,555,0.71
"179",0.837956594772953,0.0202,0.68,560,0.71
"180",0.837344892181837,0.0202,0.68,565,0.71
"181",0.838188629109512,0.0202,0.69,555,0.69
"182",0.839429940650333,0.0202,0.69,560,0.69
"183",0.836156979005988,0.0202,0.69,565,0.69
"184",0.837850599820287,0.0202,0.69,555,0.7
"185",0.837011940815175,0.0202,0.69,560,0.7
"186",0.837486753303565,0.0202,0.69,565,0.7
"187",0.837362210570454,0.0202,0.69,555,0.71
"188",0.837649407181924,0.0202,0.69,560,0.71
"189",0.837101526060106,0.0202,0.69,565,0.71
"190",0.836437814851272,0.0203,0.67,555,0.69
"191",0.836237477441992,0.0203,0.67,560,0.69
"192",0.837821522031955,0.0203,0.67,565,0.69
"193",0.837414967513587,0.0203,0.67,555,0.7
"194",0.836699087331632,0.0203,0.67,560,0.7
"195",0.837814359488523,0.0203,0.67,565,0.7
"196",0.837698796660654,0.0203,0.67,555,0.71
"197",0.838337652774672,0.0203,0.67,560,0.71
"198",0.837853860381112,0.0203,0.67,565,0.71
"199",0.83844455640826,0.0203,0.68,555,0.69
"200",0.837287698737886,0.0203,0.68,560,0.69
"201",0.837079824622501,0.0203,0.68,565,0.69
"202",0.83798262580771,0.0203,0.68,555,0.7
"203",0.836796904156295,0.0203,0.68,560,0.7
"204",0.836832877229008,0.0203,0.68,565,0.7
"205",0.837313302158121,0.0203,0.68,555,0.71
"206",0.837014239243304,0.0203,0.68,560,0.71
"207",0.836984252774097,0.0203,0.68,565,0.71
"208",0.837231467426591,0.0203,0.69,555,0.69
"209",0.837614877308331,0.0203,0.69,560,0.69
"210",0.838069805720836,0.0203,0.69,565,0.69
"211",0.837638396107719,0.0203,0.69,555,0.7
"212",0.838128228556545,0.0203,0.69,560,0.7
"213",0.837907632908738,0.0203,0.69,565,0.7
"214",0.836967148192737,0.0203,0.69,555,0.71
"215",0.837866849172606,0.0203,0.69,560,0.71
"216",0.837819277055664,0.0203,0.69,565,0.71
"217",0.837311538248145,0.0204,0.67,555,0.69
"218",0.837697781076193,0.0204,0.67,560,0.69
"219",0.837322388967012,0.0204,0.67,565,0.69
"220",0.83747809410922,0.0204,0.67,555,0.7
"221",0.837094577323906,0.0204,0.67,560,0.7
"222",0.837334255270304,0.0204,0.67,565,0.7
"223",0.837423466352473,0.0204,0.67,555,0.71
"224",0.836909366778768,0.0204,0.67,560,0.71
"225",0.838643504070203,0.0204,0.67,565,0.71
"226",0.837432446257691,0.0204,0.68,555,0.69
"227",0.837877379180488,0.0204,0.68,560,0.69
"228",0.838343692829984,0.0204,0.68,565,0.69
"229",0.83670710510413,0.0204,0.68,555,0.7
"230",0.838301786605611,0.0204,0.68,560,0.7
"231",0.837589220436299,0.0204,0.68,565,0.7
"232",0.836857304709236,0.0204,0.68,555,0.71
"233",0.837101419156454,0.0204,0.68,560,0.71
"234",0.836737786446984,0.0204,0.68,565,0.71
"235",0.837729157292533,0.0204,0.69,555,0.69
"236",0.837353337568854,0.0204,0.69,560,0.69
"237",0.836917010388534,0.0204,0.69,565,0.69
"238",0.83884148959951,0.0204,0.69,555,0.7
"239",0.837791642466343,0.0204,0.69,560,0.7
"240",0.836379926533689,0.0204,0.69,565,0.7
"241",0.837953761826645,0.0204,0.69,555,0.71
"242",0.836792841818232,0.0204,0.69,560,0.71
"243",0.837088911431368,0.0204,0.69,565,0.71
"244",0.837513960278265,0.0194,0.66,557,0.63
"245",0.837626850515283,0.0194,0.66,560,0.63
"246",0.837974126968846,0.0194,0.66,563,0.63
"247",0.838482934812631,0.0194,0.66,557,0.64
"248",0.837308598398223,0.0194,0.66,560,0.64
"249",0.837046524140642,0.0194,0.66,563,0.64
"250",0.837923294291049,0.0194,0.66,557,0.65
"251",0.837463662118679,0.0194,0.66,560,0.65
"252",0.83647303959849,0.0194,0.66,563,0.65
"253",0.837605790499467,0.0194,0.67,557,0.63
"254",0.838526016976926,0.0194,0.67,560,0.63
"255",0.838062910436463,0.0194,0.67,563,0.63
"256",0.837569282908614,0.0194,0.67,557,0.64
"257",0.837771116968722,0.0194,0.67,560,0.64
"258",0.837662289069778,0.0194,0.67,563,0.64
"259",0.837469755625764,0.0194,0.67,557,0.65
"260",0.838374374172784,0.0194,0.67,560,0.65
"261",0.838322419006895,0.0194,0.67,563,0.65
"262",0.838098455894587,0.0194,0.68,557,0.63
"263",0.838974157008737,0.0194,0.68,560,0.63
"264",0.837816069946668,0.0194,0.68,563,0.63
"265",0.838171043461801,0.0194,0.68,557,0.64
"266",0.837120180744139,0.0194,0.68,560,0.64
"267",0.837915650681301,0.0194,0.68,563,0.64
"268",0.837579171494691,0.0194,0.68,557,0.65
"269",0.838477375823718,0.0194,0.68,560,0.65
"270",0.838239247979988,0.0194,0.68,563,0.65
"271",0.838502711984795,0.0195,0.66,557,0.63
"272",0.837930029220017,0.0195,0.66,560,0.63
"273",0.837986100175754,0.0195,0.66,563,0.63
"274",0.836926204101054,0.0195,0.66,557,0.64
"275",0.836478812394748,0.0195,0.66,560,0.64
"276",0.837945850957738,0.0195,0.66,563,0.64
"277",0.837397061154956,0.0195,0.66,557,0.65
"278",0.837864924907204,0.0195,0.66,560,0.65
"279",0.838391746013229,0.0195,0.66,563,0.65
"280",0.838261002869429,0.0195,0.67,557,0.63
"281",0.83762802645525,0.0195,0.67,560,0.63
"282",0.836500834543196,0.0195,0.67,563,0.63
"283",0.83839372373043,0.0195,0.67,557,0.64
"284",0.83730870530183,0.0195,0.67,560,0.64
"285",0.836781135870368,0.0195,0.67,563,0.64
"286",0.837188331810491,0.0195,0.67,557,0.65
"287",0.837636792553189,0.0195,0.67,560,0.65
"288",0.837567786257725,0.0195,0.67,563,0.65
"289",0.837630538690617,0.0195,0.68,557,0.63
"290",0.837417426297171,0.0195,0.68,560,0.63
"291",0.838546649378215,0.0195,0.68,563,0.63
"292",0.837416891779011,0.0195,0.68,557,0.64
"293",0.838140682829841,0.0195,0.68,560,0.64
"294",0.838219631163238,0.0195,0.68,563,0.64
"295",0.836835442916201,0.0195,0.68,557,0.65
"296",0.836660548571754,0.0195,0.68,560,0.65
"297",0.837053847039554,0.0195,0.68,563,0.65
"298",0.838353527964236,0.0196,0.66,557,0.63
"299",0.837819383959272,0.0196,0.66,560,0.63
"300",0.83808151166868,0.0196,0.66,563,0.63
"301",0.837204794970064,0.0196,0.66,557,0.64
"302",0.837234193469351,0.0196,0.66,560,0.64
"303",0.836847362671324,0.0196,0.66,563,0.64
"304",0.838640991834865,0.0196,0.66,557,0.65
"305",0.836405316146675,0.0196,0.66,560,0.65
"306",0.839104525989822,0.0196,0.66,563,0.65
"307",0.838236147774625,0.0196,0.67,557,0.63
"308",0.837122746431316,0.0196,0.67,560,0.63
"309",0.837568106968644,0.0196,0.67,563,0.63
"310",0.836943575941548,0.0196,0.67,557,0.64
"311",0.837777210475855,0.0196,0.67,560,0.64
"312",0.837830822648054,0.0196,0.67,563,0.64
"313",0.837975356360616,0.0196,0.67,557,0.65
"314",0.837978830728707,0.0196,0.67,560,0.65
"315",0.836311027141913,0.0196,0.67,563,0.65
"316",0.837685647513708,0.0196,0.68,557,0.63
"317",0.837007664669821,0.0196,0.68,560,0.63
"318",0.837609264867513,0.0196,0.68,563,0.63
"319",0.838016941874011,0.0196,0.68,557,0.64
"320",0.838293501574015,0.0196,0.68,560,0.64
"321",0.837161766257548,0.0196,0.68,563,0.64
"322",0.837863962774465,0.0196,0.68,557,0.65
"323",0.837198808366578,0.0196,0.68,560,0.65
"324",0.838406391811002,0.0196,0.68,563,0.65
"325",0.837556507924428,0.0195,0.63,560,0.65
"326",0.838635753556769,0.0195,0.63,563,0.65
"327",0.837628935136101,0.0195,0.63,565,0.65
"328",0.837884915886631,0.0195,0.63,560,0.66
"329",0.837934412268964,0.0195,0.63,563,0.66
"330",0.836268158784855,0.0195,0.63,565,0.66
"331",0.83749177777435,0.0195,0.63,560,0.67
"332",0.837044760230647,0.0195,0.63,563,0.67
"333",0.836548406660152,0.0195,0.63,565,0.67
"334",0.837438219053934,0.0195,0.64,560,0.65
"335",0.837892506044585,0.0195,0.64,563,0.65
"336",0.838295051676683,0.0195,0.64,565,0.65
"337",0.837246166676278,0.0195,0.64,560,0.66
"338",0.83931640899149,0.0195,0.64,563,0.66
"339",0.837045027489739,0.0195,0.64,565,0.66
"340",0.837177801802621,0.0195,0.64,560,0.67
"341",0.837496053919618,0.0195,0.64,563,0.67
"342",0.837831089907134,0.0195,0.64,565,0.67
"343",0.83794392669233,0.0195,0.65,560,0.65
"344",0.838456743422452,0.0195,0.65,563,0.65
"345",0.837648177790201,0.0195,0.65,565,0.65
"346",0.837604828366786,0.0195,0.65,560,0.66
"347",0.838108772095239,0.0195,0.65,563,0.66
"348",0.838485072885286,0.0195,0.65,565,0.66
"349",0.838407514299177,0.0195,0.65,560,0.67
"350",0.838028594370122,0.0195,0.65,563,0.67
"351",0.837237400578307,0.0195,0.65,565,0.67
"352",0.838075418161601,0.0196,0.63,560,0.65
"353",0.837400909685839,0.0196,0.63,563,0.65
"354",0.838152869844094,0.0196,0.63,565,0.65
"355",0.837173204946366,0.0196,0.63,560,0.66
"356",0.836758953366381,0.0196,0.63,563,0.66
"357",0.83894251353324,0.0196,0.63,565,0.66
"358",0.838338828714628,0.0196,0.63,560,0.67
"359",0.83748910518346,0.0196,0.63,563,0.67
"360",0.836776164851397,0.0196,0.63,565,0.67
"361",0.837173098042696,0.0196,0.64,560,0.65
"362",0.837074158729849,0.0196,0.64,563,0.65
"363",0.837199449788372,0.0196,0.64,565,0.65
"364",0.837590877442597,0.0196,0.64,560,0.66
"365",0.837736426739636,0.0196,0.64,563,0.66
"366",0.83759745201604,0.0196,0.64,565,0.66
"367",0.838267737798312,0.0196,0.64,560,0.67
"368",0.837432980775849,0.0196,0.64,563,0.67
"369",0.837109543832594,0.0196,0.64,565,0.67
"370",0.836947958990517,0.0196,0.65,560,0.65
"371",0.837855945001924,0.0196,0.65,563,0.65
"372",0.836894720980978,0.0196,0.65,565,0.65
"373",0.83837784854085,0.0196,0.65,560,0.66
"374",0.838857632048201,0.0196,0.65,563,0.66
"375",0.837478254464665,0.0196,0.65,565,0.66
"376",0.837701950317818,0.0196,0.65,560,0.67
"377",0.837064590854683,0.0196,0.65,563,0.67
"378",0.837331796486702,0.0196,0.65,565,0.67
"379",0.837343609338248,0.0197,0.63,560,0.65
"380",0.837916826621277,0.0197,0.63,563,0.65
"381",0.838185635807726,0.0197,0.63,565,0.65
"382",0.8384337056894,0.0197,0.63,560,0.66
"383",0.837038827079027,0.0197,0.63,563,0.66
"384",0.838361118122242,0.0197,0.63,565,0.66
"385",0.838071943793496,0.0197,0.63,560,0.67
"386",0.836524139535327,0.0197,0.63,563,0.67
"387",0.838071462727144,0.0197,0.63,565,0.67
"388",0.838000532166283,0.0197,0.64,560,0.65
"389",0.838652056360873,0.0197,0.64,563,0.65
"390",0.838424832687801,0.0197,0.64,565,0.65
"391",0.838420396187043,0.0197,0.64,560,0.66
"392",0.837157650467717,0.0197,0.64,563,0.66
"393",0.83699146876937,0.0197,0.64,565,0.66
"394",0.837773094685942,0.0197,0.64,560,0.67
"395",0.837686770001882,0.0197,0.64,563,0.67
"396",0.837355261834303,0.0197,0.64,565,0.67
"397",0.837655821399957,0.0197,0.65,560,0.65
"398",0.838440013003773,0.0197,0.65,563,0.65
"399",0.837500330064998,0.0197,0.65,565,0.65
"400",0.83845706413333,0.0197,0.65,560,0.66
"401",0.837948416644922,0.0197,0.65,563,0.66
"402",0.838142179480732,0.0197,0.65,565,0.66
"403",0.836969606976265,0.0197,0.65,560,0.67
"404",0.836942132742465,0.0197,0.65,563,0.67
"405",0.838681722119176,0.0197,0.65,565,0.67
"406",0.837839054227864,0.0192,0.63,560,0.65
"407",0.837979204891426,0.0192,0.63,563,0.65
"408",0.837888924772877,0.0192,0.63,565,0.65
"409",0.837511661850161,0.0192,0.63,560,0.66
"410",0.837877967150453,0.0192,0.63,563,0.66
"411",0.836424879511608,0.0192,0.63,565,0.66
"412",0.836988635823066,0.0192,0.63,560,0.67
"413",0.837331208516726,0.0192,0.63,563,0.67
"414",0.837152946707817,0.0192,0.63,565,0.67
"415",0.837110452513503,0.0192,0.64,560,0.65
"416",0.837836007474283,0.0192,0.64,563,0.65
"417",0.838316966921591,0.0192,0.64,565,0.65
"418",0.837555011273569,0.0192,0.64,560,0.66
"419",0.839465699915734,0.0192,0.64,563,0.66
"420",0.837832586557986,0.0192,0.64,565,0.66
"421",0.837380918706343,0.0192,0.64,560,0.67
"422",0.837534004709549,0.0192,0.64,563,0.67
"423",0.838267630894694,0.0192,0.64,565,0.67
"424",0.838170615847243,0.0192,0.65,560,0.65
"425",0.838772804014966,0.0192,0.65,563,0.65
"426",0.837531920088697,0.0192,0.65,565,0.65
"427",0.837014666857838,0.0192,0.65,560,0.66
"428",0.837763580262552,0.0192,0.65,563,0.66
"429",0.838579575697372,0.0192,0.65,565,0.66
"430",0.83804703524687,0.0192,0.65,560,0.67
"431",0.837893040562794,0.0192,0.65,563,0.67
"432",0.83775572284552,0.0192,0.65,565,0.67
"433",0.838433491882109,0.0193,0.63,560,0.65
"434",0.836894186462863,0.0193,0.63,563,0.65
"435",0.837879410349494,0.0193,0.63,565,0.65
"436",0.837060635420265,0.0193,0.63,560,0.66
"437",0.836749011328472,0.0193,0.63,563,0.66
"438",0.838745810847526,0.0193,0.63,565,0.66
"439",0.838028861629175,0.0193,0.63,560,0.67
"440",0.837878180957724,0.0193,0.63,563,0.67
"441",0.837231253619359,0.0193,0.63,565,0.67
"442",0.837807731463204,0.0193,0.64,560,0.65
"443",0.836819086660291,0.0193,0.64,563,0.65
"444",0.83682651646282,0.0193,0.64,565,0.65
"445",0.837324687395077,0.0193,0.64,560,0.66
"446",0.837946278572255,0.0193,0.64,563,0.66
"447",0.83820616130539,0.0193,0.64,565,0.66
"448",0.83773076084705,0.0193,0.64,560,0.67
"449",0.837331048161255,0.0193,0.64,563,0.67
"450",0.837247984038035,0.0193,0.64,565,0.67
"451",0.836988101304914,0.0193,0.65,560,0.65
"452",0.837944033595974,0.0193,0.65,563,0.65
"453",0.837146372134338,0.0193,0.65,565,0.65
"454",0.83772065845368,0.0193,0.65,560,0.66
"455",0.838435897213924,0.0193,0.65,563,0.66
"456",0.837182879725182,0.0193,0.65,565,0.66
"457",0.837946706186788,0.0193,0.65,560,0.67
"458",0.836889589606591,0.0193,0.65,563,0.67
"459",0.837370869764762,0.0193,0.65,565,0.67
"460",0.837658387087188,0.0194,0.63,560,0.65
"461",0.838071355823544,0.0194,0.63,563,0.65
"462",0.83724344063363,0.0194,0.63,565,0.65
"463",0.838831547561587,0.0194,0.63,560,0.66
"464",0.836763336415394,0.0194,0.63,563,0.66
"465",0.839128258596495,0.0194,0.63,565,0.66
"466",0.838173234986249,0.0194,0.63,560,0.67
"467",0.836427445198818,0.0194,0.63,563,0.67
"468",0.838611058817406,0.0194,0.63,565,0.67
"469",0.837906456968787,0.0194,0.64,560,0.65
"470",0.8383438531854,0.0194,0.64,563,0.65
"471",0.83860427043672,0.0194,0.64,565,0.65
"472",0.837896087316352,0.0194,0.64,560,0.66
"473",0.837644543066674,0.0194,0.64,563,0.66
"474",0.836780387544959,0.0194,0.64,565,0.66
"475",0.837809655728612,0.0194,0.64,560,0.67
"476",0.837153801936857,0.0194,0.64,563,0.67
"477",0.83672201816105,0.0194,0.64,565,0.67
"478",0.838222089946772,0.0194,0.65,560,0.65
"479",0.837988452055721,0.0194,0.65,563,0.65
"480",0.837686235483697,0.0194,0.65,565,0.65
"481",0.838262499520287,0.0194,0.65,560,0.66
"482",0.837698101787044,0.0194,0.65,563,0.66
"483",0.837926127237355,0.0194,0.65,565,0.66
"484",0.837437096565717,0.0194,0.65,560,0.67
"485",0.837264233390308,0.0194,0.65,563,0.67
"486",0.838950745112983,0.0194,0.65,565,0.67
"487",0.838008603390628,0.0189,0.63,560,0.65
"488",0.83841922024704,0.0189,0.63,563,0.65
"489",0.838212254812484,0.0189,0.63,565,0.65
"490",0.83818355118693,0.0189,0.63,560,0.66
"491",0.838110642908838,0.0189,0.63,563,0.66
"492",0.836329895633204,0.0189,0.63,565,0.66
"493",0.837409515428293,0.0189,0.63,560,0.67
"494",0.837875401463228,0.0189,0.63,563,0.67
"495",0.8375023077822,0.0189,0.63,565,0.67
"496",0.837315547134463,0.0189,0.64,560,0.65
"497",0.837831464069854,0.0189,0.64,563,0.65
"498",0.838354917711457,0.0189,0.64,565,0.65
"499",0.837337248572015,0.0189,0.64,560,0.66
"500",0.839167064615475,0.0189,0.64,563,0.66
"501",0.837987543374779,0.0189,0.64,565,0.66
"502",0.837553354267231,0.0189,0.64,560,0.67
"503",0.837510913524697,0.0189,0.64,563,0.67
"504",0.837582325151875,0.0189,0.64,565,0.67
"505",0.838202312774578,0.0189,0.65,560,0.65
"506",0.838541464551987,0.0189,0.65,563,0.65
"507",0.838070126431755,0.0189,0.65,565,0.65
"508",0.837149311984294,0.0189,0.65,560,0.66
"509",0.837655340333604,0.0189,0.65,563,0.66
"510",0.838384743825225,0.0189,0.65,565,0.66
"511",0.837791963177243,0.0189,0.65,560,0.67
"512",0.837412188019139,0.0189,0.65,563,0.67
"513",0.838017102229548,0.0189,0.65,565,0.67
"514",0.837648284693752,0.019,0.63,560,0.65
"515",0.837584463224609,0.019,0.63,563,0.65
"516",0.838032656708217,0.019,0.63,565,0.65
"517",0.837757700562745,0.019,0.63,560,0.66
"518",0.836744842086725,0.019,0.63,563,0.66
"519",0.838814068817536,0.019,0.63,565,0.66
"520",0.839034450658055,0.019,0.63,560,0.67
"521",0.837707990373105,0.019,0.63,563,0.67
"522",0.837033374993711,0.019,0.63,565,0.67
"523",0.837617656802792,0.019,0.64,560,0.65
"524",0.837269097505647,0.019,0.64,563,0.65
"525",0.837138568169102,0.019,0.64,565,0.65
"526",0.83680550989879,0.019,0.64,560,0.66
"527",0.837835472956104,0.019,0.64,563,0.66
"528",0.837681798982891,0.019,0.64,565,0.66
"529",0.838092148580223,0.019,0.64,560,0.67
"530",0.837366379812146,0.019,0.64,563,0.67
"531",0.837143111573523,0.019,0.64,565,0.67
"532",0.837225320467691,0.019,0.65,560,0.65
"533",0.838105244275341,0.019,0.65,563,0.65
"534",0.836879219954151,0.019,0.65,565,0.65
"535",0.837770154836061,0.019,0.65,560,0.66
"536",0.838812679070316,0.019,0.65,563,0.66
"537",0.837364936613081,0.019,0.65,565,0.66
"538",0.837988826218424,0.019,0.65,560,0.67
"539",0.837602636842279,0.019,0.65,563,0.67
